model,n,mae,mse,rmse,r2,bias,split,horizon
dmdc,364,7.871232545231446,163.72832133129015,12.79563680835347,0.5882386058079478,-6.564027756390465,cv_2021,6
dmdc,364,12.429071612531311,446.51332291209616,21.130861859188236,0.3701864564885575,-11.344180154395946,cv_2021,7
dmdc,364,12.77964885400615,486.995685826682,22.06797874357056,0.3206783762482256,-11.878709953244131,cv_2021,8
dmdc,364,9.05091470179038,214.56398974656642,14.648002926903258,0.48642074409657443,-8.217315900172323,cv_2021,9
dmdc,364,8.534650457818643,177.63459654299749,13.327962955493142,0.5029072537716017,-7.01863674632392,cv_2021,10
dmdc,364,9.51722570397164,194.12069772690478,13.93272039936583,0.43052588169157113,-6.727417216841976,cv_2021,11
dmdc,364,11.043358054929103,234.9383810479295,15.327699796379413,0.32163477980982624,-6.3825989180976705,cv_2021,12
dmdc,364,13.475737882749895,322.4354737224707,17.956488346067854,0.18541169913659672,-6.809401712362757,cv_2021,13
dmdc,364,16.617313887743922,534.2011807816257,23.11279257860516,0.03713059636088589,-8.793893106743738,cv_2021,14
dmdc,364,20.058970486196255,852.1369738538724,29.191385267812702,-0.08612408103910929,-11.584682593939371,cv_2021,15
dmdc,364,23.83170730209595,1482.6364927862605,38.50501905967923,-0.16939338285351702,-16.190482964663,cv_2021,16
dmdc,364,25.517534333204313,1669.7799673862078,40.86294124737239,-0.24037223012270004,-20.108507967442076,cv_2021,17
dmdc,364,23.695679280310323,1033.1128922030687,32.14207355170274,-0.34340351009560477,-21.212452017886793,cv_2021,18
dmdc,364,20.32234962163055,725.5248381203331,26.935568271717102,-0.4075662410548957,-19.331247176606855,cv_2021,19
dmdc,364,18.940806488555108,589.6132443722266,24.28195305926248,-0.475310166331844,-18.216182887889513,cv_2021,20
dmdc,364,15.344500454695133,396.35554829782495,19.908680224912572,-0.23431726067563474,-14.478286450632458,cv_2021,21
dmdc,364,12.008221647697654,256.5470976559442,16.01708767710111,0.004556865243997454,-10.992475600950652,cv_2021,22
dmdc,364,9.34155083476454,155.86664772728386,12.484656492162044,0.17615140292506637,-7.980439493152513,cv_2021,23
dmdc,364,8.62128176326201,135.51786031244487,11.64121386765336,0.21134313975345265,-7.222952481860442,cv_2021,24
dmdc,364,5.000153700049378,152.40107228346514,12.345082919262437,0.847887156785024,0.26818460404106764,cv_2022,1
dmdc,364,6.350612081221703,147.5615113396276,12.147489919305453,0.8408504731232529,0.9587739963741312,cv_2022,2
dmdc,364,7.145736785835225,170.75942548150488,13.067494996421651,0.8086309779975615,0.6239776476323596,cv_2022,3
dmdc,364,8.042859029573838,232.05439707675438,15.233331778595069,0.7780809424389621,-1.8110810334371126,cv_2022,4
dmdc,364,10.649212356307585,328.23776401764775,18.1173332479603,0.7120398506816048,-7.655909916390633,cv_2022,5
dmdc,364,19.81163134909699,844.2451856309265,29.055897604977314,0.4070047272538563,-18.484628647600196,cv_2022,6
dmdc,364,29.377957603751504,1975.9411128938466,44.4515591728102,0.11787759384518981,-28.689457382920505,cv_2022,7
dmdc,364,30.97469517583125,2180.0432349456387,46.69093311281794,0.12275277685936015,-30.873164931634943,cv_2022,8
dmdc,364,26.531762600721837,1267.2988068384323,35.59914053510888,0.18281739179436862,-26.448134142144923,cv_2022,9
dmdc,364,27.50477111962971,1367.1733980512927,36.97530795072967,0.06280005334082606,-26.922312827179287,cv_2022,10
